Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,gol_casa,gol_trasferta,risultato_1X2,xg_casa,xg_trasferta,pos_classifica_casa,pos_classifica_trasferta,punti_totali_casa,punti_totali_trasferta,punti_m5_pond_gen_casa,punti_m5_pond_gen_trasferta,punti_m5_pond_split_casa,punti_m5_pond_split_trasferta,xg_m5_pond_gen_casa,xg_m5_pond_gen_trasferta,xg_m5_pond_split_casa,xg_m5_pond_split_trasferta,xga_m5_pond_gen_casa,xga_m5_pond_gen_trasferta,xga_m5_pond_split_casa,xga_m5_pond_split_trasferta,gf_m5_pond_gen_casa,gf_m5_pond_gen_trasferta,gf_m5_pond_split_casa,gf_m5_pond_split_trasferta,gs_m5_pond_gen_casa,gs_m5_pond_gen_trasferta,gs_m5_pond_split_casa,gs_m5_pond_split_trasferta,diff_xg_gol_m5_gen_casa,diff_xg_gol_m5_gen_trasferta,h2h_punti_m5_casa,h2h_punti_m5_trasferta,h2h_gf_m5_casa,h2h_gs_m5_casa,h2h_xg_m5_casa,h2h_xg_m5_trasferta,h2h_split_punti_m5_casa,h2h_split_gf_m5_casa,giorni_riposo_casa,giorni_riposo_trasferta,partite_14gg_casa,partite_14gg_trasferta,is_derby,dist_champions_casa,dist_champions_trasferta,dist_europa_casa,dist_europa_trasferta,dist_salvezza_casa,dist_salvezza_trasferta,giornata_stagione,meta_stagione,tiri_m5_gen_casa,tiri_m5_gen_trasferta,tiri_porta_m5_gen_casa,tiri_porta_m5_gen_trasferta,corner_m5_gen_casa,corner_m5_gen_trasferta,cartellini_m5_gen_casa,cartellini_m5_gen_trasferta
I1,2015-02-07,Juventus,Milan,1897.77,1676.16,3,1,1,2.0,0.32,1,8,50,29,2.2,1.1333333333333333,2.333333333333333,0.5333333333333333,1.4386666666666663,1.0393333333333332,1.836,0.6626666666666667,0.5713333333333334,1.768,0.5573333333333333,2.115333333333333,1.8,1.4666666666666666,2.2,0.7333333333333333,0.2,1.6,0.4,1.5333333333333334,-0.3613333333333335,-0.4273333333333333,2.4,0.6,1.4,0.6,1.44,0.28,1.8,1.2,6.0,6.0,2,2,0,16,-5,18,-3,31,10,22,2,17.466666666666665,11.133333333333333,5.4,4.733333333333333,7.6,3.4,1.2666666666666666,2.8666666666666667
D1,2015-02-08,Werder Bremen,Leverkusen,1633.35,1799.21,2,1,1,0.89,1.75,12,6,23,32,2.466666666666667,1.9333333333333331,2.6,2.2,1.056,0.9773333333333334,1.9226666666666667,1.3606666666666667,0.9686666666666668,0.7246666666666667,0.6646666666666667,0.6773333333333333,1.9333333333333331,0.7333333333333333,2.466666666666667,1.0,1.2666666666666666,0.2666666666666666,0.8666666666666667,0.4,-0.8773333333333333,0.2440000000000001,0.8,2.0,1.2,2.0,1.73,1.98,1.2,1.4,4.0,4.0,2,2,0,-11,-2,-9,0,5,14,20,2,13.266666666666667,11.933333333333334,5.733333333333333,3.933333333333333,3.1333333333333333,4.2,2.8666666666666667,2.2
D1,2015-02-08,Augsburg,Ein Frankfurt,1718.29,1672.45,2,2,X,1.76,2.01,5,9,33,24,2.4,0.6666666666666666,2.4,0.6666666666666666,1.4306666666666668,1.4346666666666663,1.7800000000000002,1.5040000000000002,1.2386666666666666,2.138,1.442666666666667,2.1133333333333333,1.5333333333333334,1.4666666666666666,2.1333333333333333,1.4,1.0,2.333333333333333,1.5333333333333334,2.4,-0.1026666666666666,-0.032,2.0,0.8,1.6,1.2,1.0,0.85,3.0,2.0,4.0,5.0,2,2,0,0,-9,1,-8,15,6,20,2,12.0,12.4,4.933333333333334,5.333333333333333,2.933333333333333,2.933333333333333,2.2,2.4
SP1,2015-02-08,Getafe,Sevilla,1675.7,1829.99,2,1,1,3.05,0.4,16,5,20,42,0.8,1.4,1.1333333333333333,1.0,0.9986666666666666,2.442,0.9926666666666668,1.7866666666666666,1.538,1.7086666666666666,1.6013333333333335,2.1446666666666667,0.7333333333333333,1.7333333333333334,0.9333333333333332,1.2,1.6,1.8,1.6666666666666667,1.8,0.2653333333333333,0.7086666666666668,0.8,2.0,0.6,1.6,0.3,2.04,2.6,2.4,7.0,4.0,2,3,0,-24,-2,-21,1,1,23,22,2,10.4,14.2,4.6,4.866666666666666,4.8,5.866666666666666,2.6,5.666666666666667
SP1,2015-02-08,Espanol,Valencia,1703.96,1846.25,1,2,2,1.58,1.49,9,5,26,41,1.4,1.7333333333333334,2.4,1.0,1.3253333333333333,1.4646666666666668,1.7526666666666666,0.7833333333333333,1.5686666666666669,1.728,0.6706666666666667,1.4513333333333334,1.7333333333333334,1.6666666666666667,1.8666666666666667,0.6666666666666666,1.5333333333333334,1.2,0.6,0.8666666666666667,-0.4080000000000001,-0.2019999999999999,1.0,1.6,2.0,2.2,1.09,1.86,1.6,2.4,7.0,6.0,2,2,0,-16,-1,-15,0,7,22,22,2,11.933333333333334,11.066666666666666,4.6,5.2,5.533333333333333,3.8666666666666663,3.066666666666667,4.133333333333334
SP1,2015-02-08,Ath Bilbao,Barcelona,1744.94,2021.54,2,5,2,1.83,4.61,13,2,23,50,1.2666666666666666,2.8,0.5333333333333333,2.1333333333333333,1.1746666666666667,2.9833333333333334,0.8586666666666666,2.329333333333333,1.3586666666666667,0.6893333333333334,1.3753333333333333,0.4906666666666666,1.0666666666666669,3.8,1.0,3.1333333333333333,1.0,0.8666666666666667,1.8666666666666667,0.2,0.1080000000000001,-0.8166666666666664,0.8,2.0,1.0,2.2,0.1,2.18,1.2,1.4,7.0,7.0,2,1,0,-19,8,-18,9,4,31,22,2,12.333333333333334,15.733333333333333,4.666666666666667,6.866666666666666,6.133333333333334,4.933333333333334,2.4,1.9333333333333331
F1,2015-02-08,Guingamp,Monaco,1559.53,1736.95,1,0,1,1.15,1.74,12,5,29,40,1.6,2.066666666666667,2.8,2.466666666666667,1.5060000000000002,1.164,1.913333333333333,1.0833333333333333,1.1246666666666667,0.7733333333333334,1.1486666666666667,0.722,1.6666666666666667,0.5333333333333333,2.4,1.0666666666666669,1.3333333333333333,0.0,0.8666666666666667,0.3333333333333333,-0.1606666666666665,0.6306666666666668,0.2,2.6,0.6,1.8,0.08,1.44,1.0,1.25,7.0,7.0,1,1,0,-12,-1,-8,3,4,15,24,2,10.666666666666666,10.133333333333333,4.666666666666667,2.4,4.866666666666666,5.333333333333333,2.466666666666667,1.2666666666666666
F1,2015-02-08,Nice,Nantes,1575.5,1575.79,0,0,X,1.23,0.19,8,9,32,32,2.1333333333333333,0.6666666666666666,2.066666666666667,0.6,1.156,1.0173333333333332,1.606,0.7986666666666667,1.0406666666666666,1.334,0.7773333333333333,1.9333333333333336,1.3333333333333333,0.4666666666666667,1.6,0.5333333333333333,0.7333333333333333,1.6666666666666667,0.8666666666666667,2.2,-0.1773333333333331,0.5506666666666665,0.8,2.0,0.6,1.4,0.08,1.97,1.4,0.8,8.0,8.0,1,1,0,-9,-9,-5,-5,7,7,24,2,8.8,13.4,2.466666666666667,4.933333333333334,3.933333333333333,6.666666666666667,3.0,1.2
F1,2015-02-08,Lyon,Paris SG,1748.92,1838.89,1,1,X,0.72,2.6,1,3,49,47,2.333333333333333,2.466666666666667,3.0,1.3333333333333333,1.2313333333333332,2.1406666666666667,2.053333333333333,1.9653333333333327,0.6753333333333332,0.5226666666666667,0.478,0.9526666666666668,1.6666666666666667,1.6666666666666667,2.533333333333333,1.2,0.0,0.9333333333333332,0.2,1.5333333333333334,-0.4353333333333335,0.474,0.8,2.0,0.4,1.4,0.54,1.71,1.6,1.8,7.0,9.0,2,2,0,8,6,12,10,24,22,24,2,11.466666666666669,9.733333333333333,4.666666666666667,3.8666666666666663,2.8666666666666667,4.4,1.0666666666666669,2.2666666666666666
E0,2015-02-08,Newcastle,Stoke,1667.64,1701.77,1,1,X,0.79,0.22,11,10,30,32,1.3333333333333333,2.1333333333333333,1.0666666666666669,1.7333333333333334,0.7580000000000001,0.8033333333333333,1.1813333333333331,0.8326666666666666,0.9533333333333334,1.1433333333333335,1.2346666666666666,1.128,1.8666666666666667,1.5333333333333334,1.8666666666666667,0.7333333333333333,1.4666666666666666,1.0666666666666669,2.066666666666667,1.0666666666666669,-1.1086666666666667,-0.7300000000000001,1.2,1.8,1.6,1.2,1.14,1.56,2.0,2.6,8.0,8.0,1,1,0,-13,-11,-12,-10,9,11,24,2,12.666666666666666,12.2,4.4,2.6666666666666665,5.4,4.333333333333333,1.3333333333333333,1.2666666666666666
E0,2015-02-08,West Ham,Man United,1703.01,1845.19,1,1,X,0.87,1.21,8,4,36,43,1.1333333333333333,2.0,1.8666666666666667,1.8,1.216,1.5086666666666666,1.7573333333333332,1.416,1.5553333333333332,0.854,1.2653333333333336,1.0633333333333337,1.2,1.6666666666666667,1.9333333333333331,1.2,1.1333333333333333,0.6666666666666666,0.7333333333333333,0.4666666666666667,0.016,-0.1580000000000001,0.2,2.6,0.8,2.0,1.27,0.52,0.2,0.8,8.0,8.0,1,1,0,-7,0,-6,1,15,22,24,2,11.066666666666666,10.6,3.933333333333333,4.133333333333334,4.866666666666666,4.066666666666666,1.1333333333333333,1.2
I1,2015-02-08,Fiorentina,Atalanta,1704.41,1571.73,3,2,1,2.08,1.53,6,16,32,23,1.6,1.8,1.4666666666666666,1.0666666666666669,1.508,1.1866666666666668,1.5373333333333334,0.7526666666666666,1.6886666666666663,1.65,1.3166666666666669,1.838,1.5333333333333334,1.1333333333333333,1.6,0.6666666666666666,1.2666666666666666,0.8666666666666667,1.4,1.1333333333333333,-0.0253333333333334,0.0533333333333334,3.0,0.0,2.2,0.2,1.03,1.15,2.6,2.4,8.0,7.0,2,2,0,-2,-11,0,-9,13,4,22,2,16.066666666666666,14.533333333333331,5.2,5.0,5.666666666666667,7.266666666666667,1.8,3.0
I1,2015-02-08,Cagliari,Roma,1548.78,1765.15,1,2,2,1.92,1.2,17,2,19,43,1.4,1.1333333333333333,1.8,1.8,1.5933333333333333,0.8960000000000001,1.43,1.3273333333333333,1.4033333333333335,1.112,1.2493333333333332,0.9113333333333334,1.5333333333333334,1.1333333333333333,1.4,1.0666666666666669,1.8,1.0666666666666669,1.7333333333333334,0.6666666666666666,0.0599999999999998,-0.2373333333333331,0.8,2.0,1.0,2.0,0.49,1.52,1.4,2.4,7.0,8.0,1,2,0,-15,9,-13,11,0,24,22,2,11.333333333333334,15.4,5.2,4.2,4.4,4.666666666666667,2.933333333333333,3.333333333333333
I1,2015-02-08,Sampdoria,Sassuolo,1629.96,1568.01,1,1,X,1.2,1.77,6,12,34,28,1.2666666666666666,1.5333333333333334,1.5333333333333334,0.9333333333333332,1.1213333333333333,1.362,1.1486666666666667,1.2100000000000002,1.796,1.665333333333333,0.9086666666666666,1.9633333333333336,1.1333333333333333,2.1333333333333333,1.2666666666666666,1.8,2.1333333333333333,1.6666666666666667,1.0,2.066666666666667,-0.012,-0.7713333333333334,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.65,0.66,0.0,3.0,7.0,7.0,2,1,0,-1,-7,0,-6,15,9,22,2,12.933333333333334,12.733333333333333,3.8,4.333333333333333,6.8,5.666666666666667,1.9333333333333331,3.533333333333333
I1,2015-02-08,Napoli,Udinese,1754.87,1603.95,3,1,1,0.89,0.34,3,13,39,28,2.6,1.4666666666666666,1.8,1.8666666666666667,1.7706666666666668,0.6873333333333332,2.0733333333333333,0.9446666666666664,0.6993333333333333,1.22,0.8786666666666666,1.5133333333333332,1.8,1.0666666666666669,1.8,1.6,1.0666666666666669,0.8666666666666667,1.6,1.2666666666666666,-0.0293333333333332,-0.3793333333333334,1.2,1.2,1.2,1.2,0.44,0.69,1.6,1.6,7.0,7.0,2,2,0,4,-7,5,-6,20,9,22,2,12.466666666666669,10.066666666666666,4.333333333333333,2.6,5.6,4.6,2.066666666666667,2.0
I1,2015-02-08,Inter,Palermo,1656.09,1603.32,3,0,1,0.86,1.03,13,8,26,30,0.6666666666666666,1.6666666666666667,1.0666666666666669,0.7333333333333333,1.146,1.350666666666667,1.3386666666666671,1.1166666666666667,1.2066666666666668,1.088,1.188,1.7646666666666668,0.8,1.8666666666666667,1.4666666666666666,2.066666666666667,1.4666666666666666,1.3333333333333333,1.4,2.333333333333333,0.3460000000000001,-0.516,1.0,1.6,1.8,2.0,0.48,0.58,2.2,3.0,7.0,7.0,2,2,0,-9,-5,-8,-4,7,11,22,2,13.333333333333334,12.133333333333333,3.1333333333333333,5.0,6.266666666666667,6.533333333333333,3.1333333333333333,2.2666666666666666
SP1,2015-02-09,Elche,Vallecano,1634.79,1667.35,2,0,1,2.97,0.41,20,15,17,23,1.0666666666666669,0.8,1.0,1.6,0.8060000000000002,1.1800000000000002,1.0286666666666666,1.104666666666667,2.006666666666667,1.4186666666666667,2.2299999999999995,1.2086666666666666,0.6,0.9333333333333332,0.8,1.0666666666666669,2.2,1.6666666666666667,2.8,1.6,0.2060000000000001,0.2466666666666668,2.0,1.0,1.6666666666666667,1.6666666666666667,0.57,1.42,3.0,2.0,9.0,10.0,1,1,0,-27,-21,-24,-18,-2,4,22,2,8.533333333333333,12.6,3.533333333333333,3.933333333333333,3.1333333333333333,6.533333333333333,4.933333333333334,2.933333333333333
I1,2015-02-09,Lazio,Genoa,1683.38,1600.41,0,1,2,0.72,1.56,6,11,34,29,1.1333333333333333,0.6,2.0,0.4666666666666667,1.3306666666666669,1.9373333333333331,1.904,1.128,0.6353333333333333,1.986,0.4226666666666666,2.305333333333333,1.6,1.4666666666666666,2.0,1.2666666666666666,1.4,2.0,0.8,1.9333333333333331,-0.2693333333333334,0.4706666666666668,0.0,3.0,0.4,1.8,1.97,1.19,1.2,1.2,8.0,9.0,1,2,0,-1,-6,0,-5,15,10,22,2,15.466666666666669,13.333333333333334,5.666666666666667,5.333333333333333,5.466666666666667,6.8,3.333333333333333,2.466666666666667
E0,2015-02-10,Arsenal,Leicester,1866.28,1596.67,2,1,1,1.77,0.8,6,20,42,17,1.8,0.4666666666666667,3.0,0.8666666666666667,1.563333333333333,0.8260000000000001,2.2966666666666664,0.6086666666666667,0.942,1.1853333333333331,0.7506666666666665,1.8866666666666667,2.466666666666667,0.5333333333333333,3.466666666666667,1.1333333333333333,0.8,1.4666666666666666,0.3333333333333333,1.9333333333333331,-0.9033333333333338,0.2926666666666667,1.8,0.6,1.8,0.6,2.3,0.81,3.0,5.0,3.0,3.0,2,2,0,-2,-27,0,-25,21,-4,25,2,10.2,11.333333333333334,4.933333333333334,3.1333333333333333,5.133333333333334,5.8,2.333333333333333,2.2
E0,2015-02-10,Sunderland,QPR,1643.56,1562.53,0,2,2,1.81,1.27,14,19,24,19,1.1333333333333333,0.0666666666666666,1.1333333333333333,0.0,0.8919999999999999,1.2653333333333336,1.1780000000000002,1.2526666666666668,1.6960000000000002,1.2453333333333334,1.3833333333333333,1.4746666666666666,1.2,0.4666666666666667,1.0666666666666669,0.9333333333333332,1.0666666666666669,1.8666666666666667,1.2666666666666666,2.466666666666667,-0.308,0.798666666666667,1.4,1.4,1.4,1.4,0.96,1.27,2.0,1.5,3.0,3.0,2,2,0,-21,-26,-19,-24,2,-3,25,2,6.0,15.2,2.333333333333333,4.2,4.2,4.0,3.0,2.333333333333333
E0,2015-02-10,Hull,Aston Villa,1565.58,1603.07,2,0,1,0.99,0.42,18,16,20,22,0.5333333333333333,0.0666666666666666,0.8666666666666667,0.2,0.9086666666666666,0.77,1.346666666666667,0.732,1.172,1.6653333333333336,0.7260000000000001,1.7839999999999998,0.4666666666666667,0.3333333333333333,0.5333333333333333,0.0666666666666666,1.8666666666666667,2.533333333333333,1.3333333333333333,2.2666666666666666,0.4419999999999999,0.4366666666666667,0.2,2.6,0.4,2.0,0.29,0.64,0.3333333333333333,0.0,3.0,3.0,2,2,0,-25,-23,-23,-21,-1,1,25,2,10.133333333333333,10.6,4.333333333333333,2.0,3.066666666666667,7.133333333333334,3.1333333333333333,2.066666666666667
E0,2015-02-10,Liverpool,Tottenham,1814.83,1785.7,3,2,1,2.76,1.71,7,6,39,43,2.2,2.6,2.066666666666667,2.0,1.7100000000000002,1.214,2.273333333333333,1.0806666666666669,0.454,1.3159999999999998,0.7353333333333333,1.665333333333333,1.2,2.333333333333333,2.2666666666666666,1.9333333333333331,0.1333333333333333,1.0,1.0,1.0666666666666669,0.5100000000000002,-1.1193333333333335,2.4,0.6,3.2,0.8,2.74,0.49,2.0,1.8,3.0,3.0,2,2,0,-6,-2,-4,0,17,21,25,2,17.666666666666668,18.33333333333333,5.8,6.533333333333333,5.4,6.466666666666667,1.4666666666666666,2.066666666666667
E0,2015-02-11,Chelsea,Everton,1942.15,1748.21,1,0,1,0.9,0.71,1,12,56,27,2.2666666666666666,1.4666666666666666,2.333333333333333,1.0,1.5486666666666669,0.928,1.5159999999999998,1.0293333333333334,0.6946666666666667,1.0413333333333334,0.5773333333333334,1.7126666666666668,2.4,0.4,1.7333333333333334,0.7333333333333333,0.9333333333333332,0.2666666666666666,0.3333333333333333,1.6,-0.851333333333333,0.528,2.4,0.6,2.2,1.2,2.03,1.45,2.2,2.0,4.0,4.0,2,2,0,11,-18,13,-16,34,5,25,2,11.466666666666669,11.2,5.533333333333333,2.4,4.133333333333334,3.933333333333333,1.0,3.1333333333333333
E0,2015-02-11,Stoke,Man City,1701.77,1928.84,1,4,2,0.75,2.14,10,2,33,49,1.8,0.9333333333333332,2.066666666666667,1.8,0.5726666666666667,1.128,1.1073333333333333,1.346,1.0026666666666666,1.056,1.2213333333333334,1.0933333333333335,1.4,0.9333333333333332,1.8666666666666667,1.6,1.0666666666666669,1.2666666666666666,1.0,0.8666666666666667,-0.8273333333333333,0.1946666666666667,1.0,1.6,0.4,1.0,0.3,0.89,1.0,0.8,3.0,4.0,2,2,0,-13,3,-10,6,11,27,25,2,10.6,15.6,2.8,4.866666666666666,5.333333333333333,10.466666666666669,2.2666666666666666,2.2
E0,2015-02-11,Man United,Burnley,1845.19,1585.07,3,1,1,1.62,1.85,5,19,44,21,1.8,0.8,2.2,0.4666666666666667,1.4,1.3453333333333333,1.6366666666666665,1.2566666666666668,0.826,1.7726666666666666,0.9773333333333336,1.59,1.6,1.5333333333333334,2.1333333333333333,1.3333333333333333,0.8,2.1333333333333333,0.8666666666666667,2.2666666666666666,-0.2000000000000001,-0.1880000000000001,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.47,0.51,3.0,3.0,3.0,3.0,2,2,0,-1,-24,1,-22,22,-1,25,2,13.333333333333334,12.266666666666667,4.866666666666666,4.733333333333333,5.533333333333333,5.133333333333334,1.6666666666666667,1.0
E0,2015-02-11,Southampton,West Ham,1784.51,1703.01,0,0,X,1.68,0.13,4,8,45,37,2.2,1.1333333333333333,1.4,0.6,1.156,1.102666666666667,1.7086666666666666,0.612,0.8,1.3766666666666665,0.5506666666666666,2.16,1.0,1.1333333333333333,1.2,0.5333333333333333,0.4666666666666667,1.0666666666666669,0.6666666666666666,1.5333333333333334,0.1559999999999999,-0.0306666666666666,1.0,1.6,1.2,1.8,1.58,0.64,1.2,1.2,4.0,3.0,2,2,0,0,-8,2,-6,23,15,25,2,12.4,11.6,4.4,4.6,4.533333333333333,6.333333333333333,2.1333333333333333,1.3333333333333333
E0,2015-02-11,Crystal Palace,Newcastle,1623.1,1667.64,1,1,X,0.93,0.44,13,11,26,31,2.066666666666667,1.2,0.9333333333333332,1.0666666666666669,1.1853333333333331,0.7066666666666668,1.362,0.6719999999999999,1.054,0.678,1.0913333333333337,1.354,1.2,1.5333333333333334,0.8666666666666667,1.4,0.8,1.2,1.4,1.7333333333333334,-0.0146666666666666,-0.8266666666666667,0.25,2.5,0.75,2.25,1.66,1.7,0.0,0.0,4.0,3.0,2,2,0,-19,-14,-17,-12,4,9,25,2,13.533333333333331,11.533333333333331,3.2,3.8666666666666663,5.666666666666667,5.133333333333334,1.6666666666666667,1.4666666666666666
E0,2015-02-11,West Brom,Swansea,1613.18,1671.45,2,0,1,0.69,0.44,16,9,23,34,1.0,1.3333333333333333,1.2,1.6666666666666667,1.2846666666666666,1.0513333333333332,1.2920000000000005,1.0,1.151333333333333,1.4293333333333331,1.092,2.294,0.8666666666666667,0.8,0.6666666666666666,1.0,1.5333333333333334,1.5333333333333334,1.7333333333333334,1.2666666666666666,0.4179999999999999,0.2513333333333332,1.2,1.8,1.0,2.0,0.7,2.03,1.0,1.0,3.0,4.0,2,2,0,-23,-12,-20,-9,1,12,25,2,10.6,13.333333333333334,3.333333333333333,3.4,4.533333333333333,3.6666666666666665,2.4,1.3333333333333333
I1,2015-02-11,Parma,Chievo,1537.95,1538.53,0,1,2,0.74,1.72,20,18,10,18,0.2,0.2,0.7333333333333333,1.3333333333333333,1.0426666666666666,0.8606666666666666,0.9033333333333334,0.8553333333333334,1.9233333333333331,1.6786666666666668,1.7186666666666666,1.3266666666666669,0.8,0.6666666666666666,0.6,0.8,2.333333333333333,1.7333333333333334,1.3333333333333333,1.0,0.2426666666666666,0.1939999999999999,2.2,0.4,1.6,0.8,0.93,1.35,2.2,1.2,10.0,10.0,1,1,0,-25,-17,-24,-16,-9,-1,22,2,12.333333333333334,13.733333333333333,2.8,3.6,4.666666666666667,3.2666666666666666,2.8666666666666667,1.9333333333333331
D1,2015-02-13,Dortmund,Mainz,1802.46,1690.07,4,2,1,2.75,0.69,16,13,19,22,1.2666666666666666,0.9333333333333332,1.2666666666666666,0.6666666666666666,1.224,1.4973333333333334,1.388,1.0213333333333332,0.8100000000000002,1.3366666666666664,0.8113333333333334,1.4660000000000002,1.2666666666666666,1.4,0.8666666666666667,0.6666666666666666,0.6666666666666666,1.2,0.9333333333333332,1.2666666666666666,-0.0426666666666666,0.0973333333333335,2.4,0.6,2.2,1.2,2.1,0.97,2.2,1.8,6.0,6.0,3,3,0,-15,-12,-13,-10,1,4,21,2,16.333333333333332,14.266666666666667,7.066666666666666,5.266666666666667,4.4,4.933333333333334,1.1333333333333333,1.8
SP1,2015-02-13,Almeria,Sociedad,1642.22,1736.25,2,2,X,1.12,0.91,16,12,22,23,1.8,1.0,1.0,0.5333333333333333,1.216,0.932,1.3646666666666667,0.7773333333333333,1.4200000000000004,1.6326666666666667,1.1686666666666667,2.55,1.2,0.8666666666666667,0.6,0.8,1.4666666666666666,1.6,1.6,2.333333333333333,0.016,0.0653333333333333,1.4,1.4,1.6,2.2,0.6,1.68,2.0,3.0,5.0,6.0,2,2,0,-22,-21,-19,-18,2,3,23,2,10.0,10.266666666666667,3.4,2.933333333333333,5.866666666666666,4.6,3.2666666666666666,2.466666666666667
F1,2015-02-13,Marseille,Reims,1696.69,1541.79,2,2,X,2.11,1.43,2,13,48,29,1.5333333333333334,0.2,3.0,0.6666666666666666,1.232,1.126,1.6513333333333335,0.832,0.7873333333333333,1.626,0.7053333333333333,1.6060000000000003,1.1333333333333333,0.5333333333333333,1.8,1.0,1.0,1.9333333333333331,0.6,1.8666666666666667,0.0986666666666666,0.5926666666666668,1.6,1.0,1.8,0.8,3.63,0.38,0.5,1.0,6.0,6.0,2,2,0,7,-12,11,-8,23,4,25,2,14.666666666666666,10.333333333333334,2.7333333333333334,3.2,3.933333333333333,4.8,2.533333333333333,1.9333333333333331
D1,2015-02-14,MGladbach,FC Koln,1776.43,1642.4,1,0,1,0.8,0.39,5,11,33,24,1.6,1.2666666666666666,2.6,1.8,1.1366666666666667,0.7506666666666667,1.592,0.9353333333333336,1.142,0.5813333333333334,0.9353333333333336,0.9806666666666668,0.8666666666666667,0.5333333333333333,2.333333333333333,1.7333333333333334,0.6666666666666666,0.2666666666666666,1.1333333333333333,1.6,0.27,0.2173333333333333,2.6,0.2,3.0,0.2,0.77,0.55,2.0,2.2,8.0,7.0,3,3,0,-1,-10,1,-8,15,6,21,2,10.066666666666666,12.066666666666666,3.6666666666666665,3.466666666666667,4.733333333333333,5.266666666666667,1.0,1.2
D1,2015-02-14,Leverkusen,Wolfsburg,1799.21,1831.18,4,5,2,1.99,2.09,6,2,32,41,1.3333333333333333,2.333333333333333,1.2666666666666666,1.4,1.1966666666666663,1.5520000000000005,1.0,1.7066666666666668,0.7520000000000001,1.244,0.9173333333333332,1.21,0.8,2.466666666666667,1.1333333333333333,2.0,0.8,0.7333333333333333,0.6,1.4666666666666666,0.3966666666666665,-0.9146666666666664,0.8,2.0,1.4,2.4,0.62,1.56,2.6,2.4,6.0,7.0,3,2,0,-2,7,0,9,14,23,21,2,11.466666666666669,10.533333333333331,3.066666666666667,4.066666666666666,4.866666666666666,3.333333333333333,2.333333333333333,1.6
D1,2015-02-14,Hoffenheim,Stuttgart,1717.84,1617.69,2,1,1,1.2,0.19,8,18,26,18,0.4,0.6,1.0,1.7333333333333334,1.4566666666666668,0.7240000000000001,1.5733333333333337,1.178666666666667,1.3293333333333337,0.5233333333333333,1.5893333333333333,0.7340000000000001,1.1333333333333333,0.0666666666666666,1.6666666666666667,1.0,2.2,0.8666666666666667,2.0,0.4666666666666667,0.3233333333333335,0.6573333333333334,1.8,1.2,2.2,1.6,1.15,1.33,0.8,1.4,7.0,7.0,3,3,0,-8,-16,-6,-14,8,0,21,2,14.0,8.133333333333333,5.2,2.066666666666667,5.866666666666666,4.2,1.4,1.2666666666666666
D1,2015-02-14,Werder Bremen,Augsburg,1633.35,1718.29,3,2,1,2.63,0.59,9,5,26,34,2.8,2.1333333333333333,2.7333333333333334,2.0,0.956,1.612,1.5399999999999998,1.1246666666666667,1.176,1.4226666666666663,0.9913333333333334,1.0733333333333333,1.9333333333333331,1.8,2.2666666666666666,0.8666666666666667,1.0,1.1333333333333333,0.9333333333333332,0.8,-0.9773333333333334,-0.1880000000000001,0.6,2.4,1.0,2.2,2.02,2.91,1.3333333333333333,0.6666666666666666,6.0,6.0,3,3,0,-8,0,-6,2,8,16,21,2,11.0,11.866666666666667,5.2,5.333333333333333,3.1333333333333333,2.933333333333333,2.333333333333333,2.533333333333333
D1,2015-02-14,Bayern Munich,Hamburg,2039.01,1599.67,8,0,1,4.18,0.23,1,12,49,23,1.8666666666666667,1.9333333333333331,2.333333333333333,1.4666666666666666,0.8279999999999998,1.1446666666666667,1.5659999999999998,1.388,0.812,1.4926666666666668,0.6679999999999999,1.4720000000000002,1.5333333333333334,1.4666666666666666,1.7333333333333334,1.1333333333333333,1.2,0.8,0.4,0.5333333333333333,-0.7053333333333336,-0.3219999999999998,2.6,0.2,3.8,0.8,1.04,0.2,3.0,4.8,7.0,7.0,2,3,0,15,-11,17,-9,31,5,21,2,12.2,9.733333333333333,4.8,3.6,4.666666666666667,3.8666666666666663,1.8666666666666667,1.8
D1,2015-02-14,Ein Frankfurt,Schalke 04,1672.45,1774.7,1,0,1,1.12,1.1,9,3,25,34,0.8,2.2,1.6,1.7333333333333334,1.5246666666666664,1.288,2.124,1.0573333333333332,1.972,0.672,1.7593333333333334,0.9106666666666666,1.5333333333333334,0.9333333333333332,2.6666666666666665,1.6666666666666667,2.1333333333333333,0.3333333333333333,2.066666666666667,0.9333333333333332,-0.008666666666667,0.3546666666666667,1.2,1.2,1.4,1.6,0.84,1.78,1.0,1.2,6.0,8.0,3,3,0,-9,0,-7,2,7,16,21,2,13.2,11.8,5.066666666666666,5.266666666666667,2.7333333333333334,4.2,2.6,1.5333333333333334
